^VIX (CBOE Volatility Index),18.34,-1.01
Aug 29 2019 @ 09:28 ET,Bid,0,Ask,0,Size,0x0,Vol,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
01/22/2020,VIX200122C00018000,3.66,0,3.2,3.5,0,0.02,0,0,2446,18.000,VIX200122P00018000,2.1,0,2.15,2.4,0,0.02,0,0,3304
01/22/2020,VIX200122C00019000,3.25,0,2.85,3.2,0,0.02,0,0,12398,19.000,VIX200122P00019000,2.7,0,2.8,3.1,0,0.02,0,0,12414
01/22/2020,VIX200122C00020000,2.8,0,2.5,2.8,0,0.02,0,0,28218,20.000,VIX200122P00020000,3.5,0,3.4,3.7,0,0.02,0,0,4651
01/22/2020,VIX200122C00021000,2.57,0,2.25,2.5,0,0.02,0,0,6359,21.000,VIX200122P00021000,4.3,0,4.1,4.5,0,0.02,0,0,709
01/22/2020,VIX200122C00022000,2.1,0,2,2.3,0,0.02,0,0,1121,22.000,VIX200122P00022000,5.3,0,4.9,5.2,0,0.02,0,0,30
01/22/2020,VIX200122C00023000,2.05,0,1.8,2.1,0,0.02,0,0,3728,23.000,VIX200122P00023000,5.7,0,5.7,6,0,0.02,0,0,205
01/22/2020,VIX200122C00024000,1.89,0,1.6,1.9,0,0.02,0,0,315,24.000,VIX200122P00024000,7.3,0,6.5,6.8,0,0.02,0,0,6
01/22/2020,VIX200122C00025000,1.75,0,1.45,1.7,0,0.02,0,0,5138,25.000,VIX200122P00025000,7.7,0,7.3,7.6,0,0.02,0,0,113
01/22/2020,VIX200122C00026000,1.28,0,1.3,1.55,0,0.02,0,0,314,26.000,VIX200122P00026000,8.9,0,8.1,8.5,0,0.02,0,0,10
01/22/2020,VIX200122C00027000,1.5,0,1.2,1.45,0,0.02,0,0,3548,27.000,VIX200122P00027000,9.4,0,9,9.4,0,0.02,0,0,1
01/22/2020,VIX200122C00028000,1.1,0,1.05,1.35,0,0.02,0,0,461,28.000,VIX200122P00028000,10.8,0,9.9,10.2,0,0.02,0,0,9
01/22/2020,VIX200122C00029000,0.95,0,0.95,1.2,0,0.02,0,0,789,29.000,VIX200122P00029000,11.1,0,10.7,11.1,0,0.02,0,0,2
01/22/2020,VIX200122C00030000,1.2,0,0.85,1.1,0,0.02,0,0,12938,30.000,VIX200122P00030000,12,0,11.6,12,0,0.02,0,0,11
01/22/2020,VIX200122C00032500,0.95,0,0.7,0.9,0,0.02,0,0,10253,32.500,VIX200122P00032500,14.8,0,13.9,14.3,0,0.02,0,0,1
01/22/2020,VIX200122C00035000,0.74,0,0.55,0.8,0,0.02,0,0,4502,35.000,VIX200122P00035000,17,0,16.3,16.7,0,0.02,0,0,7
01/22/2020,VIX200122C00037500,0.65,0,0.45,0.65,0,0.02,0,0,265,37.500,VIX200122P00037500,0,0,18.6,19,0,0.02,0,0,0
01/22/2020,VIX200122C00040000,0.57,0,0.35,0.55,0,0.02,0,0,12261,40.000,VIX200122P00040000,21.4,0,21,21.4,0,0.02,0,0,3
01/22/2020,VIX200122C00042500,0.45,0,0.3,0.5,0,0.02,0,0,4269,42.500,VIX200122P00042500,0,0,23.4,23.8,0,0.02,0,0,0
01/22/2020,VIX200122C00045000,0.35,0,0.25,0.45,0,0.02,0,0,3572,45.000,VIX200122P00045000,0,0,25.8,26.2,0,0.02,0,0,0
01/22/2020,VIX200122C00047500,0.31,0,0.2,0.4,0,0.02,0,0,4005,47.500,VIX200122P00047500,28.4,0,28.3,28.7,0,0.02,0,0,1
01/22/2020,VIX200122C00050000,0.25,0,0.15,0.35,0,0.02,0,0,1419,50.000,VIX200122P00050000,0,0,30.7,31.1,0,0.02,0,0,0
01/22/2020,VIX200122C00055000,0.3,0,0.1,0.3,0,0.02,0,0,2228,55.000,VIX200122P00055000,0,0,35.6,36,0,0.02,0,0,0
01/22/2020,VIX200122C00060000,0.13,0,0.1,0.25,0,0.02,0,0,357,60.000,VIX200122P00060000,40.6,0,40.5,40.9,0,0.02,0,0,1
01/22/2020,VIX200122C00065000,0.15,0,0.05,0.2,0,0.02,0,0,3075,65.000,VIX200122P00065000,0,0,45.5,45.8,0,0.02,0,0,0
01/22/2020,VIX200122C00070000,0.12,0,0.05,0.2,0,0.02,0,0,2075,70.000,VIX200122P00070000,50.9,0,50.4,50.8,0,0.02,0,0,50
01/22/2020,VIX200122C00075000,0.1,0,0,0.15,0,0.02,0,0,307,75.000,VIX200122P00075000,56.26,0,55.3,55.7,0,0.02,0,0,15
01/22/2020,VIX200122C00080000,0.1,0,0,0.15,0,0.02,0,0,147,80.000,VIX200122P00080000,59.9,0,60.3,60.6,0,0.02,0,0,21
02/19/2020,VIX200219C00010000,9.6,0,8.9,9.3,0,0.02,0,0,106,10.000,VIX200219P00010000,0.05,0,0,0.05,0,0.02,0,0,10
02/19/2020,VIX200219C00011000,8.24,0,7.9,8.3,0,0.02,0,0,27,11.000,VIX200219P00011000,0.03,0,0,0,0,0,0,0,20
02/19/2020,VIX200219C00012000,7.5,0,7,7.4,0,0.02,0,0,1,12.000,VIX200219P00012000,0.12,0,0.05,0.2,0,0.02,0,0,10010
02/19/2020,VIX200219C00013000,0,0,6.1,6.6,0,0.02,0,0,0,13.000,VIX200219P00013000,0.25,0,0.15,0.35,0,0.02,0,0,3
02/19/2020,VIX200219C00014000,5.7,0,5.4,5.8,0,0.02,0,0,106,14.000,VIX200219P00014000,0.5,0,0.4,0.6,0,0.02,0,0,60
02/19/2020,VIX200219C00015000,4.46,0,4.7,5.2,0,0.02,0,0,11,15.000,VIX200219P00015000,0.75,0,0.7,0.95,0,0.02,0,0,1267
02/19/2020,VIX200219C00016000,4.73,0,4.1,4.6,0,0.02,0,0,105,16.000,VIX200219P00016000,1.25,0,1.1,1.4,0,0.02,0,0,246
02/19/2020,VIX200219C00017000,4.1,0,3.6,4.1,0,0.02,0,0,28,17.000,VIX200219P00017000,1.6,0,1.6,1.9,0,0.02,0,0,563
02/19/2020,VIX200219C00018000,3.7,0,3.2,3.7,0,0.02,0,0,474,18.000,VIX200219P00018000,2.2,0,2.15,2.45,0,0.02,0,0,643
02/19/2020,VIX200219C00019000,3.3,0,3,3.3,0,0.02,0,0,10118,19.000,VIX200219P00019000,2.85,0,2.75,3.1,0,0.02,0,0,11925
02/19/2020,VIX200219C00020000,2.9,0,2.55,2.95,0,0.02,0,0,2858,20.000,VIX200219P00020000,3.4,0,3.4,3.8,0,0.02,0,0,272
02/19/2020,VIX200219C00021000,2.65,0,2.3,2.65,0,0.02,0,0,145,21.000,VIX200219P00021000,4.2,0,4.1,4.5,0,0.02,0,0,21
02/19/2020,VIX200219C00022000,2.45,0,2.05,2.45,0,0.02,0,0,333,22.000,VIX200219P00022000,0,0,4.8,5.3,0,0.02,0,0,0
02/19/2020,VIX200219C00023000,2.2,0,1.85,2.2,0,0.02,0,0,20,23.000,VIX200219P00023000,5.5,0,5.6,6.1,0,0.02,0,0,327
02/19/2020,VIX200219C00024000,1.85,0,1.65,2,0,0.02,0,0,107,24.000,VIX200219P00024000,0,0,6.4,6.9,0,0.02,0,0,0
02/19/2020,VIX200219C00025000,1.85,0,1.5,1.85,0,0.02,0,0,52,25.000,VIX200219P00025000,7.3,0,7.2,7.7,0,0.02,0,0,13
02/19/2020,VIX200219C00026000,1.69,0,1.35,1.7,0,0.02,0,0,190,26.000,VIX200219P00026000,8.1,0,8.1,8.5,0,0.02,0,0,1
02/19/2020,VIX200219C00027000,1.55,0,1.2,1.55,0,0.02,0,0,11,27.000,VIX200219P00027000,0,0,8.9,9.4,0,0.02,0,0,0
02/19/2020,VIX200219C00028000,1.4,0,1.1,1.4,0,0.02,0,0,1,28.000,VIX200219P00028000,0,0,9.8,10.3,0,0.02,0,0,0
02/19/2020,VIX200219C00029000,0,0,1,1.3,0,0.02,0,0,0,29.000,VIX200219P00029000,0,0,10.7,11.2,0,0.02,0,0,0
02/19/2020,VIX200219C00030000,1.15,0,0.9,1.2,0,0.02,0,0,273,30.000,VIX200219P00030000,11.9,0,11.6,12.1,0,0.02,0,0,1
02/19/2020,VIX200219C00032500,0.97,0,0.7,1,0,0.02,0,0,1274,32.500,VIX200219P00032500,0,0,13.8,14.3,0,0.02,0,0,0
02/19/2020,VIX200219C00035000,0.81,0,0.6,0.85,0,0.02,0,0,206,35.000,VIX200219P00035000,0,0,16.2,16.7,0,0.02,0,0,0
02/19/2020,VIX200219C00037500,0.7,0,0.45,0.75,0,0.02,0,0,10,37.500,VIX200219P00037500,0,0,18.5,19,0,0.02,0,0,0
02/19/2020,VIX200219C00040000,0.6,0,0.4,0.65,0,0.02,0,0,379,40.000,VIX200219P00040000,0,0,20.9,21.4,0,0.02,0,0,0
02/19/2020,VIX200219C00042500,0.45,0,0.3,0.55,0,0.02,0,0,851,42.500,VIX200219P00042500,0,0,23.3,23.8,0,0.02,0,0,0
02/19/2020,VIX200219C00045000,0.45,0,0.25,0.5,0,0.02,0,0,21,45.000,VIX200219P00045000,0,0,25.7,26.2,0,0.02,0,0,0
02/19/2020,VIX200219C00047500,0,0,0.2,0.45,0,0.02,0,0,0,47.500,VIX200219P00047500,0,0,28.1,28.6,0,0.02,0,0,0
02/19/2020,VIX200219C00050000,0.3,0,0.2,0.4,0,0.02,0,0,294,50.000,VIX200219P00050000,0,0,30.6,31.1,0,0.02,0,0,0
02/19/2020,VIX200219C00055000,0,0,0.1,0.35,0,0.02,0,0,0,55.000,VIX200219P00055000,0,0,35.5,35.9,0,0.02,0,0,0
02/19/2020,VIX200219C00060000,0.18,0,0.1,0.3,0,0.02,0,0,299,60.000,VIX200219P00060000,0,0,40.4,40.8,0,0.02,0,0,0
02/19/2020,VIX200219C00065000,0,0,0.05,0.25,0,0.02,0,0,0,65.000,VIX200219P00065000,0,0,45.3,45.8,0,0.02,0,0,0
02/19/2020,VIX200219C00070000,0.16,0,0.05,0.2,0,0.02,0,0,356,70.000,VIX200219P00070000,0,0,50.2,50.7,0,0.02,0,0,0
02/19/2020,VIX200219C00075000,0,0,0,0.2,0,0.02,0,0,0,75.000,VIX200219P00075000,0,0,55.2,55.6,0,0.02,0,0,0
02/19/2020,VIX200219C00080000,0.1,0,0,0.15,0,0.02,0,0,12,80.000,VIX200219P00080000,59.76,0,60.1,60.5,0,0.02,0,0,2
